node_1,node_2,topic_name,edge,count
Case library,DERSNLP+EBL,"Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets",contextual proximity,4
Case-Based Planning (CBP),CBP,"Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets",contextual proximity,2
Case-Based Planning (CBP),DERSNLP+EBL,"Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets",contextual proximity,4
Case-Based Planning (CBP),Domain-independent planning,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets,CBP is a way of scaling up domain-independent planning to solve large problems in complex domains.,4
Characteristic models,Decision problem,"Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search","The translation problems are equivalent to deciding whether a given set of models is the set of characteristic models for a given Horn expression.,contextual proximity",7
Characteristic models,Horn expressions,"Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search","Alternative, model based, representation for Horn expressions. The two representations are incomparable and each has its advantages over the other, leading to translation questions between them. These questions also arise in database theory with applications to the design of relational databases.,contextual proximity",16
Characteristic models,Hypergraph transversal problem,"Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search,Quantum Computing and Phase Transitions in Combinatorial Search",contextual proximity,6
Classification accuracy,Continuous input values,"A Complete Classification of Tractability in RCC-5,A Complete Classification of Tractability in RCC-5",contextual proximity,2
Classification accuracy,Instance-based learning techniques,"A Complete Classification of Tractability in RCC-5,A Complete Classification of Tractability in RCC-5",contextual proximity,2
Classification accuracy,Nominal input attributes,"A Complete Classification of Tractability in RCC-5,A Complete Classification of Tractability in RCC-5",contextual proximity,2
Clustering,Structure in data,2Planning for Contingencies: A Decision-based Approach,Clustering is often used for discovering structure in data.,4
Clusters,Local minima,"Model-Based Diagnosis using Structured System Descriptions,Model-Based Diagnosis using Structured System Descriptions",contextual proximity,2
Clusters,Local search algorithms,"Model-Based Diagnosis using Structured System Descriptions,Model-Based Diagnosis using Structured System Descriptions",contextual proximity,2
Clusters,Plateaus with exits (benches),"Model-Based Diagnosis using Structured System Descriptions,Model-Based Diagnosis using Structured System Descriptions",contextual proximity,2
Competitive equilibrium,Activities and resource allocations,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems","By computing the competitive equilibrium of an artificial economy, we can derive the activities and resource allocations for a set of computational agents.,contextual proximity",6
Competitive equilibrium,Artificial economy,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,4
Competitive equilibrium,Behavior analysis,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,2
Competitive equilibrium,Computational agents,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,2
Competitive equilibrium,Computational market structures,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,2
Competitive equilibrium,Distributed problem solving,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,2
Competitive equilibrium,Efficient distributed resource allocation,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,2
Competitive equilibrium,Market price systems,"A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems,A Market-Oriented Programming Environment and its Application to   Distributed Multicommodity Flow Problems",contextual proximity,18
