node_1,node_2,topic_name,count,edge
note taking agent,user interface,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",3,contextual proximity
number of solutions,easy-hard-easy pattern,"When Gravity Fails: Local Search Topology,When Gravity Fails: Local Search Topology,When Gravity Fails: Local Search Topology",3,contextual proximity
number of solutions,search cost,"When Gravity Fails: Local Search Topology,When Gravity Fails: Local Search Topology,When Gravity Fails: Local Search Topology",3,contextual proximity
numeric operations,Q-DAGs,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork",3,contextual proximity
numeric operations,belief networks,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork",3,contextual proximity
numeric operations,standard algorithms for exact inference,"Towards Flexible Teamwork,Towards Flexible Teamwork",2,contextual proximity
oblique decision tree methods,OC1,"A Domain-Independent Algorithm for Plan Adaptation,A Domain-Independent Algorithm for Plan Adaptation",2,contextual proximity
oblique split (in the form of a hyperplane),OC1,"A Domain-Independent Algorithm for Plan Adaptation,A Domain-Independent Algorithm for Plan Adaptation",2,contextual proximity
"on-line, real-world applications",Q-DAGs,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork",3,contextual proximity
"on-line, real-world applications",belief networks,"Towards Flexible Teamwork,Towards Flexible Teamwork,Towards Flexible Teamwork",3,contextual proximity
"on-line, real-world applications",standard algorithms for exact inference,"Towards Flexible Teamwork,Towards Flexible Teamwork",2,contextual proximity
operator parameter domains,A* heuristic,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,LIFO prioritization,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,Lisp code,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,domain-independent techniques,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,experiments based on modifications of UCPOP,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,hardest problems,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,initial and goal conditions,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,practicality of well-founded partial-order planners,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,preferring zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",4,contextual proximity
operator parameter domains,pruning nonviable operator instances,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,pruning search,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,search control,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",4,contextual proximity
operator parameter domains,speedups,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",4,contextual proximity
operator parameter domains,spurious clobbering threats,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,techniques and test problems,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,well-founded partial-order planners,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
operator parameter domains,zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
optimal data selection techniques,statistically optimal way to select training data,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",3,contextual proximity
optimal way to select training data,statistically optimal way to select training data,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",3,contextual proximity
oracle,POMDPs,"Tractability of Theory Patching,Tractability of Theory Patching,Tractability of Theory Patching",3,contextual proximity
oracle,region observable POMDP,"Tractability of Theory Patching,Tractability of Theory Patching",2,contextual proximity
ordered disjunctive normal form (DNF),"compact, easily interpretable solutions","Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),induced solutions,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),induction method,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),machine learning method,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",4,contextual proximity
ordered disjunctive normal form (DNF),multiple input variables,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),predicting the value of a real-valued function,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),rule-based decision model,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),search for similar cases,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
ordered disjunctive normal form (DNF),similar cases,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
original data,approximate measure of closeness,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,background knowledge,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,database,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,discovering knowledge in structural data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,graph,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,graph match,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,guides the search towards more appropriate substructures,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,hierarchical description,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,representing structural concepts,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,similar instances of a substructure,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original data,substructure discovery,"Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",6,contextual proximity
original data,two substructures,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",2,contextual proximity
original representation,fine-tuned theory,"FLECS: Planning with a Flexible Commitment Strategy,FLECS: Planning with a Flexible Commitment Strategy",2,contextual proximity
original representation,initial theory,"FLECS: Planning with a Flexible Commitment Strategy,FLECS: Planning with a Flexible Commitment Strategy",2,contextual proximity
original template,vision-based road detection system,"The Design and Experimental Analysis of Algorithms for Temporal   Reasoning,The Design and Experimental Analysis of Algorithms for Temporal   Reasoning",2,contextual proximity
overfitting avoidance techniques,distributed output representation,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
overfitting avoidance techniques,k classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
overfitting avoidance techniques,multiclass learning problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",4,contextual proximity
pac-learnability,single k-ary recursive constant-depth determinate clause,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",2,contextual proximity
pac-learnability,two-clause programs consisting of one learnable recursive clause and one constant-depth determinant non-recursive clause,"An Integrated Framework for Learning and Reasoning,An Integrated Framework for Learning and Reasoning",2,contextual proximity
partial SharedPlans,STEAM,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",4,contextual proximity
partial SharedPlans,STEAM's central hypothesis,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",2,contextual proximity
partial SharedPlans,joint intentions,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",3,contextual proximity
partial SharedPlans,team members,"Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics,Monotonicity and Persistence in Preferential Logics",3,contextual proximity
partially controlled multi-agent system,controllable agent,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",6,contextual proximity
partially controlled multi-agent system,designer,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",6,contextual proximity
partially controlled multi-agent system,expected utility maximizer,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",3,contextual proximity
partially controlled multi-agent system,multi-agent system,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",3,contextual proximity
partially controlled multi-agent system,reinforcement learner,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",3,contextual proximity
partially controlled multi-agent system,uncontrollable agent,"Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions,Learning First-Order Definitions of Functions",12,contextual proximity
partially trainable discourse module,IE discourse component,"Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic   Decision Tree Induction Algorithm,Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic   Decision Tree Induction Algorithm",2,contextual proximity
particular classes,distributed output representation,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
particular classes,k classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",2,contextual proximity
particular classes,multiclass learning problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",4,contextual proximity
path consistency algorithm,Allen's interval-based framework for representing temporal information,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,algorithms for determining whether the temporal information is consistent,"Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models",4,contextual proximity
path consistency algorithm,applications,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,backtracking algorithm,"Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models",4,contextual proximity
path consistency algorithm,backtracking search problem,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,empirical analysis,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,highly optimized implementation,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,previously suggested reformulation,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,problems in molecular biology,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
path consistency algorithm,temporal reasoning component,"Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models",4,contextual proximity
path consistency algorithm,temporal reasoning system,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
pattern matcher and discourse processor,Japanese information extraction system,"Operations for Learning with Graphical Models,Solving Multiclass Learning Problems via Error-Correcting Output Codes",2,contextual proximity
performance system,agent,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,computer,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,"custom, button-box user interface","Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,learning-apprentice software-agent,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,machine learning component,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,note taking,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,note taking agent,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
performance system,user interface,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",6,contextual proximity
person's address,electronic organizer,"Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies",5,contextual proximity
person's name,electronic organizer,"Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies",5,contextual proximity
phrases,structure,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",2,contextual proximity
pieces of information,first step,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,high level of system performance,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,human performance,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,information,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,information extraction,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,interest,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,key word search,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,scattered throughout the text,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,second step,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,simple pattern search,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
pieces of information,unconstrained text,"Wrap-Up: a Trainable Discourse Module for Information Extraction,Total-Order and Partial-Order Planning: A Comparative Analysis",2,contextual proximity
plan adaptation,case-based planning,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
plan adaptation,completeness,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
plan adaptation,graph of partial plans,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
plan adaptation,plan refinement operators,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
plan adaptation,systematicity,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
plan adaptation,transformational planning,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
plan refinement operators,plan adaptation,"Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents,Provably Bounded-Optimal Agents",4,contextual proximity
planning algorithm,delayed-commitment,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
planning domains and problems,delayed-commitment,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
planning problems,delayed-commitment,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
planning strategy,delayed-commitment,"Improving Connectionist Energy Minimization,Improving Connectionist Energy Minimization",2,contextual proximity
plates,graphical framework,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",2,contextual proximity
plates,graphical models,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",4,contextual proximity
plates,graphical specification,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",2,contextual proximity
playing strengths,game-tree search,"Mean Field Theory for Sigmoid Belief Networks,Mean Field Theory for Sigmoid Belief Networks,Mean Field Theory for Sigmoid Belief Networks,Mean Field Theory for Sigmoid Belief Networks",4,contextual proximity
playing strengths,logistic regression,"Mean Field Theory for Sigmoid Belief Networks,Mean Field Theory for Sigmoid Belief Networks",2,contextual proximity
polynomial or NP-complete,RCC-5,"Dynamic Non-Bayesian Decision Making,Dynamic Non-Bayesian Decision Making",2,contextual proximity
practicality of well-founded partial-order planners,operator parameter domains,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
practicality of well-founded partial-order planners,preferring zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
practicality of well-founded partial-order planners,search control,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
practicality of well-founded partial-order planners,speedups,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
predicting the value of a real-valued function,machine learning method,"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
predicting the value of a real-valued function,ordered disjunctive normal form (DNF),"Improved Use of Continuous Attributes in C4.5,Improved Use of Continuous Attributes in C4.5",2,contextual proximity
predictive fillin,electronic organizer,"Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies",5,contextual proximity
preferential logics,Artificial Intelligence,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",2,contextual proximity
preferential logics,consequences,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",2,contextual proximity
preferential logics,conservative,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",2,contextual proximity
preferential logics,formulae,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",4,contextual proximity
preferential logics,formulae preserving truth-value,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",2,contextual proximity
preferential logics,nonmonotonicity,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",4,contextual proximity
preferential logics,safely added formulae,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",2,contextual proximity
preferential logics,theorem provers,"SYNERGY: A Linear Planner Based on Genetic Programming,SYNERGY: A Linear Planner Based on Genetic Programming",2,contextual proximity
preferring zero commitment plan refinements,A* heuristic,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,LIFO prioritization,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,Lisp code,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,domain-independent techniques,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
