node_1,node_2,edge,count,topic_name
teamwork,joint intentions,STEAM's teamwork is based on agents building up a (partial) hierarchy of joint intentions.,4,Monotonicity and Persistence in Preferential Logics
STEAM,"complex, dynamic multi-agent domains","Many AI researchers are today striving to build agent teams for complex, dynamic multi-agent domains with intended applications in arenas such as education, training, entertainment, information integration, and collective robotics.",4,Monotonicity and Persistence in Preferential Logics
team members,"differing, incomplete, and possibly inconsistent views of their environment","Uncertainties in complex, dynamic domains obstruct coherent teamwork as team members often encounter differing, incomplete, and possibly inconsistent views of their environment.",4,Monotonicity and Persistence in Preferential Logics
team members,failed to fulfill responsibilities or discovered unexpected opportunities,"Furthermore, team members can unexpectedly fail in fulfilling responsibilities or discover unexpected opportunities.",4,Monotonicity and Persistence in Preferential Logics
flexibility,STEAM's central hypothesis,Our central hypothesis is that the key to such flexibility and reusability is providing agents with general models of teamwork.,4,Monotonicity and Persistence in Preferential Logics
reusability,STEAM's central hypothesis,Our central hypothesis is that the key to such flexibility and reusability is providing agents with general models of teamwork.,4,Monotonicity and Persistence in Preferential Logics
joint intentions,team members,"In STEAM, teamwork is based on agents' building up a (partial) hierarchy of joint intentions for team members.",4,Monotonicity and Persistence in Preferential Logics
joint intentions,individual members',"Furthermore, in STEAM, team members monitor the team's and individual members' performance, reorganizing the team as necessary.",4,Monotonicity and Persistence in Preferential Logics
STEAM,partial SharedPlans,"STEAM's basic building block of teamwork is joint intentions (Cohen & Levesque, 1991b); teamwork in STEAM is based on agents' building up a (partial) hierarchy of joint intentions, which parallels Grosz & Kraus's partial SharedPlans.",4,Monotonicity and Persistence in Preferential Logics
communication,STEAM,"Finally, decision-theoretic communication selectivity in STEAM ensures reduction in communication overheads of teamwork, with appropriate sensitivity to the environmental conditions.",4,Monotonicity and Persistence in Preferential Logics
team members',reorganizing the team,"In STEAM, team members monitor the team's and individual members' performance, reorganizing the team as necessary.",4,Monotonicity and Persistence in Preferential Logics
STEAM,"intended applications in arenas such as education, training, entertainment, information integration, and collective robotics.","Many AI researchers are today striving to build agent teams for complex, dynamic multi-agent domains with intended applications in arenas such as education, training, entertainment, information integration, and collective robotics.",4,Monotonicity and Persistence in Preferential Logics
algorithm,SEQUITUR,"SEQUITUR is an algorithm that infers a hierarchical structure from a sequence of discrete symbols by replacing repeated phrases with a grammatical rule that generates the phrase, and continuing this process recursively.",4,Synthesizing Customized Planners from Specifications
hierarchical,structure,"The result of SEQUITUR's algorithm is a hierarchical representation of the original sequence, which offers insights into its lexical structure.",4,Synthesizing Customized Planners from Specifications
sequence,discrete symbols,SEQUITUR operates on a sequence of discrete symbols.,4,Synthesizing Customized Planners from Specifications
grammatical,rule,The algorithm replaces repeated phrases with a grammatical rule that generates the phrase.,4,Synthesizing Customized Planners from Specifications
constraint,reduces,The method's two constraints reduce the size of the grammar.,4,Synthesizing Customized Planners from Specifications
structure,produces,SEQUITUR produces structure as a by-product.,4,Synthesizing Customized Planners from Specifications
repeated,phrases,The algorithm replaces repeated phrases with a grammatical rule that generates the phrase.,4,Synthesizing Customized Planners from Specifications
symbols,input,"SEQUITUR's implementation can process 50,000 symbols per second and has been applied to an extensive range of real world sequences.",4,Synthesizing Customized Planners from Specifications
Case-Based Planning (CBP),Domain-independent planning,CBP is a way of scaling up domain-independent planning to solve large problems in complex domains.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
CBP,Performance improvements over generative (from-scratch) planning,CBP has been demonstrated to improve performance over generative (from-scratch) planning in solving large problems.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
CBP,Mis-retrieval problem,The success of CBP depends on these retrieval errors being relatively rare. This paper describes the design and implementation of a replay framework for the case-based planner DERSNLP+EBL.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
DERSNLP+EBL,Case library,DERSNLP+EBL extends current CBP methodology by incorporating explanation-based learning techniques that allow it to explain and learn from the retrieval failures it encounters.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
DERSNLP+EBL,Similarity judgements,These techniques are used to refine judgements about case similarity in response to feedback when a wrong decision has been made.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
DERSNLP+EBL,Multi-goal problems,Large problems are split and stored as single goal subproblems. Multi-goal problems are stored only when these smaller cases fail to be merged into a full solution.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
DERSNLP+EBL,Replay framework,An empirical evaluation of this approach demonstrates the advantage of learning from experienced retrieval failure.,4,Cached Sufficient Statistics for Efficient Machine Learning with Large   Datasets
POMDPs,approximation scheme,Proposed in this paper to solve POMDPs due to difficulty in solving them exactly.,4,Tractability of Theory Patching
POMDPs,"nondeterministic effects of actions, incomplete observability of state",Characteristics that make it a natural model for planning problems.,4,Tractability of Theory Patching
POMDPs,region observable POMDP,Transformed POMDP proposed in this paper to make it easier to solve than the original one.,4,Tractability of Theory Patching
region observable POMDP,oracle,Provides additional information by informing the planning agent that current state is within a certain region.,4,Tractability of Theory Patching
repeated game,Nature,"In a model of an agent-environment interaction, the repeated game is an appropriate tool for modeling interactions with Nature's changing state.",4,Integrative Windowing
state selection strategy of Nature,unknown,"In a model of an agent-environment interaction, the feedback/reward function is initially unknown and the agent does not form a prior probability on Nature's state selection strategy.",4,Integrative Windowing
agent,Bayesian,"In a model of an agent-environment interaction, the agent is not Bayesian and does not form a prior probability on his reward function.",4,Integrative Windowing
perfect monitoring case,imperfect monitoring case,"In the study of feedback structures in partially observable processes, the perfect monitoring case refers to environments where the agent is able to observe the previous state as part of his feedback, while in the imperfect monitoring case all that is available to the agent is the reward obtained.",4,Integrative Windowing
efficient stochastic policy,optimal policy,"In the perfect monitoring case, the existence of an efficient stochastic policy is proven that ensures a long-run optimality criterion with an arbitrarily high probability, where efficiency is measured in terms of rate of convergence.",4,Integrative Windowing
competitive ratio,optimality criterion,"In the study of feedback structures, the competitive ratio criterion refers to the long-run optimality criterion used in our analysis.",4,Integrative Windowing
deterministic efficient optimal strategy,maxmin criterion,"In the imperfect monitoring case, it is proven that a deterministic efficient optimal strategy exists under the maxmin criterion.",4,Integrative Windowing
long-run optimality,qualitative,"Our approach to long-run optimality in feedback structures is qualitative, distinguishing it from previous work in this area.",4,Integrative Windowing
Local minima,Plateaus with exits (benches),Plateaus in local search algorithms for combinatorial search problems are characterized by the presence of both local minima and benches. Benches tend to be much larger than minima and may have very few exit states that local search algorithms can use to escape.,4,Model-Based Diagnosis using Structured System Descriptions
Local minima,Small size,"Local minima in randomly generated Boolean Satisfiability problems tend to be small, but occasionally may be very large.",4,Model-Based Diagnosis using Structured System Descriptions
Plateaus with exits (benches),Clusters,The solutions of randomly generated problem instances form clusters that behave similarly to local minima.,4,Model-Based Diagnosis using Structured System Descriptions
Local search algorithms,Plateau moves,"Frequently encountered in local search algorithms for combinatorial search problems, plateau moves refer to a sequence of states in which it is impossible to improve the value of the objective function.",4,Model-Based Diagnosis using Structured System Descriptions
Local search algorithms,Escaping plateaus,Escaping local minima without unsatisfying a large number of clauses can be computationally expensive if the local minimum is large.,4,Model-Based Diagnosis using Structured System Descriptions
bidirectional heuristic search,viability of bidirectional heuristic search,"The assessment of bidirectional heuristic search has been incorrect since it was first published more than a quarter of a century ago. Based on the finding that the conjecture about passing search frontiers is wrong, it is proposed that bidirectional heuristic search be reconsidered as it appears to be better for solving certain difficult problems than corresponding unidirectional search, providing some evidence for its usefulness which was long neglected.",4,A Selective Macro-learning Algorithm and its Application to the NxN   Sliding-Tile Puzzle
bidirectional heuristic search,misunderstanding about the reasons behind it,"For quite a long time, this search strategy did not achieve the expected results, and there was a major misunderstanding about the reasons behind it.",4,A Selective Macro-learning Algorithm and its Application to the NxN   Sliding-Tile Puzzle
search frontiers passing each other,misconception,"Although there is still wide-spread belief that bidirectional heuristic search is afflicted by the problem of search frontiers passing each other, we demonstrate that this conjecture is wrong.",4,A Selective Macro-learning Algorithm and its Application to the NxN   Sliding-Tile Puzzle
bidirectional heuristic search,new generic approach,"Based on this finding, we present both a new generic approach to bidirectional heuristic search and a new approach to dynamically improving heuristic values that is feasible in bidirectional search only.",4,A Selective Macro-learning Algorithm and its Application to the NxN   Sliding-Tile Puzzle
bidirectional heuristic search,traditional approaches,These approaches are put into perspective with both the traditional and more recently proposed approaches in order to facilitate a better overall understanding.,4,A Selective Macro-learning Algorithm and its Application to the NxN   Sliding-Tile Puzzle
Horn approximation,Set of formulas represented by Horn approximation,Represents the relationship between a Horn approximation and the set of formulas it represents. This can be seen as an illustration of the fact that a Horn approximation provides an efficient representation of the underlying set of formulas.,4,The Computational Complexity of Probabilistic Planning
Upper Horn formula,Lower Horn formula,"Represents the relationship between an upper and lower Horn formula, which together constitute a Horn approximation. This can be seen as an illustration of how these formulas work in tandem to provide an efficient representation of the underlying set of formulas.",4,The Computational Complexity of Probabilistic Planning
Horn envelope,Minimum-change update,Represents the relationship between a Horn approximation and its minimum-change update. This can be seen as an illustration of how the Horn envelope is computed when updating a Horn formula by a clause.,4,The Computational Complexity of Probabilistic Planning
Horn core,Minimum-change update,Represents the relationship between a lower Horn formula and its minimum-change update. This can be seen as an illustration of how the Horn core is computed when updating a Horn formula by a clause.,4,The Computational Complexity of Probabilistic Planning
Efficiency,Horn approximation,Represents the relationship between the efficiency and the use of Horn approximations. This can be seen as an illustration of how Horn approximations provide efficient representation of sets of formulas.,4,The Computational Complexity of Probabilistic Planning
Inductivity,Model-based updates,Represents the relationship between inductivity and model-based updates. This can be seen as an illustration of how this scheme preserves positive properties of the represented sets of formulas during updates.,4,The Computational Complexity of Probabilistic Planning
Complexity drawbacks,Theory update and revision schemes,Represents the relationship between complexity drawbacks and theory update and revision schemes. This can be seen as an illustration of how these schemes suffer from serious complexity-theoretic impediments.,4,The Computational Complexity of Probabilistic Planning
nonmonotonicity,Artificial Intelligence,Nonmonotonic logic is a characteristic of many logics used in Artificial Intelligence.,4,SYNERGY: A Linear Planner Based on Genetic Programming
formulae,consequences,Adding a formula to the premises can invalidate some consequences in nonmonotonic logic.,4,SYNERGY: A Linear Planner Based on Genetic Programming
safely added formulae,nonmonotonicity,Exist formulae that can always be safely added to the premises without destroying any consequences in nonmonotonic logic.,4,SYNERGY: A Linear Planner Based on Genetic Programming
formulae,conservative,"When a formula is a consequence, it cannot be invalidated when adding any formula to the premises in conservative logic.",4,SYNERGY: A Linear Planner Based on Genetic Programming
preferential logics,formulae preserving truth-value,The formulae whose truth-value is preserved along the ordering are closely linked to preferential logics.,4,SYNERGY: A Linear Planner Based on Genetic Programming
preferential logics,theorem provers,The results in this paper may improve the efficiency of theorem provers for preferential logics.,4,SYNERGY: A Linear Planner Based on Genetic Programming
domain dependent approaches,automatically synthesized domain independent planners,"in this paper, we investigate the feasibility of using existing automated software synthesis tools to support such synthesis. Specifically, we describe an architecture called CLAY in which the Kestrel Interactive Development System (KIDS) is used to derive a domain-customized planner through a semi-automatic combination of a declarative theory of planning, and the declarative control knowledge specific to a given domain, to semi-automatically combine them to derive domain-customized planners. Our experiments show that the synthesized planners can outperform classical refinement planners (implemented as instantiations of UCP, Kambhampati & Srivastava, 1995), using the same control knowledge.",4,The Essence of Constraint Propagation
domain independent approaches,automatically synthesized domain independent planners,"Existing plan synthesis approaches in artificial intelligence fall into two categories -- domain independent and domain dependent. The domain independent approaches are applicable across a variety of domains, but may not be very efficient in any one given domain.",4,The Essence of Constraint Propagation
machine learning datasets,quick counting,The paper introduces new algorithms and data structures for performing quick counting on machine learning datasets.,4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
constructing contingency tables,quick counting,"The focusing of the paper is on the counting task of constructing contingency tables, which can also be applied to counting the number of records in a dataset that match conjunctive queries.",4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
independent of the number of records,loglinear in the number of non-zero entries,The costs of these operations can be shown to be independent of the number of records in the dataset and loglinear in the number of non-zero entries in the contingency table.,4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
ADtree,minimize memory use,"We provide a very sparse data structure, the ADtree, to minimize memory use.",4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
Assumptions,independent of the number of records,"Subject to certain assumptions, the costs of these operations can be shown to be independent of the number of records in the dataset.",4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
conjunctive queries,counting the number of records,Our approach is also applicable to counting the number of records in a dataset that match conjunctive queries.,4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
ADtree methods,traditional direct counting approaches,"We show how the ADtree can be used to accelerate Bayes net structure finding algorithms, rule learning algorithms, and feature selection algorithms, and we provide a number of empirical results comparing ADtree methods against traditional direct counting approaches.",4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
merits,ADtrees,"We also discuss the possible uses of ADtrees in other machine learning methods, and discuss the merits of ADtrees in comparison with alternative representations such as kd-trees, R-trees and Frequent Sets.",4,A reusable iterative optimization software library to solve   combinatorial problems with approximate reasoning
theory patching,domain theory,"In this paper, we consider the problem of theory patching for domain theories that are possibly flawed. The objective is to revise only the indicated components of the theory based on labeled training examples, such that the resulting theory correctly classifies all the training examples.",4,"Modeling Belief in Dynamic Systems, Part II: Revision and Update"
theory patching,logical domain theories,"Our concern in this paper is to determine for which classes of logical domain theories, the theory patching problem is tractable.",4,"Modeling Belief in Dynamic Systems, Part II: Revision and Update"
propositional and first-order domain theories,theory patching,We consider both propositional and first-order domain theories for the theory patching problem.,4,"Modeling Belief in Dynamic Systems, Part II: Revision and Update"
logical domain theories,stability,"Determining stability is tractable if the input theory satisfies two conditions: that revisions to each theory component have monotonic effects on the classification of examples, and that theory components act independently in the classification of examples in the theory.",4,"Modeling Belief in Dynamic Systems, Part II: Revision and Update"
theory patching,soundness and completeness,We also show how the concepts introduced can be used to determine the soundness and completeness of particular theory patching algorithms.,4,"Modeling Belief in Dynamic Systems, Part II: Revision and Update"
